id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
2,Alto K10 PETROL MT,AVS RENT A CAB,1,KL07DD8546,31,0,2,hourly_min,24,,120,120,720,5000.0,42.37,50.0,1199.92,,50.0,7199.51,7199.51,144,144,24,1,0,144,0,42.37,0.0,6101.28,6101.28,0.0,18,1098.23,7199.51,https://master.therentos.com/uploads/1779123525_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
6,Celerio Petrol AMT,AVS RENT A CAB,1,KL07DF5506,35,0,2,hourly_min,24,,120,120,720,5000.0,56.5,66.67,1600.08,,66.67,9600.48,9600.48,144,144,24,1,0,144,0,56.5,0.0,8136.0,8136.0,0.0,18,1464.48,9600.48,https://master.therentos.com/uploads/1779902788_1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
13,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5597,24,0,1,hourly_min,24,,120,120,720,5000.0,70.62,83.33,1999.96,,83.33,11999.75,11999.75,144,144,24,1,0,144,0,70.62,0.0,10169.28,10169.28,0.0,18,1830.47,11999.75,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
16,Swift Petrol AMT,AVS RENT A CAB,1,KL07DD9113,36,0,1,hourly_min,24,,120,120,720,5000.0,67.09,79.17,1899.99,,79.17,11399.93,11399.93,144,144,24,1,0,144,0,67.09,0.0,9660.96,9660.96,0.0,18,1738.97,11399.93,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
20,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DB9370,37,0,1,hourly_min,24,,120,120,720,5000.0,77.69,91.67,2200.18,,91.67,13201.08,13201.08,144,144,24,1,0,144,0,77.69,0.0,11187.36,11187.36,0.0,18,2013.72,13201.08,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
21,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DF5512,37,0,1,hourly_min,24,,120,120,720,5000.0,77.68,91.66,2199.9,,91.66,13199.39,13199.39,144,144,24,1,0,144,0,77.68,0.0,11185.92,11185.92,0.0,18,2013.47,13199.39,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
27,WagonR Petrol MT,AVS RENT A CAB,1,KL07CT4013,22,0,2,hourly_min,24,,120,120,720,5000.0,49.44,58.34,1400.14,,58.34,8400.84,8400.84,144,144,24,1,0,144,0,49.44,0.0,7119.36,7119.36,0.0,18,1281.48,8400.84,https://master.therentos.com/uploads/1774789892_Wagon R_.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
29,WagonR Petrol MT,AVS RENT A CAB,1,KL07DF5436,22,0,3,hourly_min,24,,120,120,720,5000.0,52.97,62.5,1500.11,,62.5,9000.66,9000.66,144,144,24,1,0,144,0,52.97,0.0,7627.68,7627.68,0.0,18,1372.98,9000.66,https://master.therentos.com/uploads/1774789892_Wagon R_.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
31,WagonR Petrol AMT,AVS RENT A CAB,1,KL07DE1280,39,0,2,hourly_min,24,,120,120,720,5000.0,56.5,66.67,1600.08,,66.67,9600.48,9600.48,144,144,24,1,0,144,0,56.5,0.0,8136.0,8136.0,0.0,18,1464.48,9600.48,https://master.therentos.com/uploads/1779908113_1774789892_Wagon R_.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
39,Ignis Petrol MT,AVS RENT A CAB,1,KL07DF7957,41,0,1,hourly_min,24,,120,120,720,5000.0,52.97,62.5,1500.11,,62.5,9000.66,9000.66,144,144,24,1,0,144,0,52.97,0.0,7627.68,7627.68,0.0,18,1372.98,9000.66,https://master.therentos.com/uploads/1779909148_PngItem_1232124.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
